score,factor,type,value,association,n
dass_stress,highest_degree,categorical,Fachhochschulreife,-0.3126225305383805,760
dass_stress,highest_degree,categorical,Hauptschulabschluss,0.7840903708486602,554
dass_stress,highest_degree,categorical,Keine,0.0769411221831664,117
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.03611084135288589,2275
dass_stress,family_status,categorical,geschieden,0.9773748509751039,402
dass_stress,family_status,categorical,ledig,-0.06633182729862597,3189
dass_stress,family_status,categorical,sonstiger,0.36623563181665997,177
dass_stress,family_status,categorical,verheiratet,-0.07186861873183759,2812
dass_stress,family_status,categorical,verwitwet,-0.8647381136137158,51
dass_stress,current_employed,categorical,ja,-0.20725496562331536,5041
dass_stress,current_employed,categorical,nein,0.6570894853503981,1590
dass_stress,working_hours_model,categorical,Teilzeit,0.13130659471080364,2037
dass_stress,working_hours_model,categorical,Vollzeit,-0.0890384598621532,3004
dass_stress,shiftwork,categorical,ja,0.12934353163720047,501
dass_stress,shiftwork,categorical,nein,-0.01425139858153468,4547
dass_stress,working_hours_reduced,categorical,False,-0.32629908702719135,5226
dass_stress,working_hours_reduced,categorical,True,1.2136932589353036,1405
dass_stress,children,numeric,,0.012135690017816263,3157
dass_stress,headache_days_per_month,numeric,,0.19570161661875166,6631
dass_stress,headache_days_severe_per_month,numeric,,0.21363339442357676,6631
dass_stress,days_medication,numeric,,0.14908501360161286,6631
dass_stress,intensity,numeric,,0.15201123513926085,6631
dass_stress,days_lost_work,numeric,,0.18401543160361716,6631
dass_stress,days_lost_household,numeric,,0.2725388793965507,6631
dass_stress,days_doctor,numeric,,0.17048788556547737,6631
dass_stress,days_ER,numeric,,0.05969688703912849,6631
dass_stress,days_hospital,numeric,,0.03756906377067077,6631
midas_result,gender,categorical,divers,5.391516039382118,14
midas_result,gender,categorical,männlich,-1.9106491958906489,1181
midas_result,gender,categorical,weiblich,0.40121329576811604,5436
midas_result,birthyear,numeric,,-0.006068538327235384,6631
midas_result,weight,numeric,,0.01139856260203329,6631
midas_result,pregnant,categorical,ja,5.531187369268601,21
midas_result,pregnant,categorical,nein,-0.021430799770229214,5420
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-1.7139296260635462,2925
midas_result,highest_degree,categorical,Fachhochschulreife,-0.6285967425727677,760
midas_result,highest_degree,categorical,Hauptschulabschluss,7.722614543765822,554
midas_result,highest_degree,categorical,Keine,-6.282476634610553,117
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.8561314239975033,2275
midas_result,family_status,categorical,geschieden,7.792724283873945,402
midas_result,family_status,categorical,ledig,1.0637375149902368,3189
midas_result,family_status,categorical,sonstiger,-2.9878221365662228,177
midas_result,family_status,categorical,verheiratet,-2.122302290225683,2812
midas_result,family_status,categorical,verwitwet,-0.5524615516542966,51
midas_result,current_employed,categorical,ja,-3.866482657021656,5041
midas_result,current_employed,categorical,nein,12.258452247827762,1590
midas_result,working_hours_model,categorical,Teilzeit,1.2648715486374513,2037
midas_result,working_hours_model,categorical,Vollzeit,-0.8577041759568829,3004
midas_result,shiftwork,categorical,ja,-0.05293493836416019,501
midas_result,shiftwork,categorical,nein,0.0058325058545065644,4547
midas_result,working_hours_reduced,categorical,False,-6.221627036447522,5226
midas_result,working_hours_reduced,categorical,True,23.14179565300693,1405
midas_result,children,numeric,,-0.015707464234435822,3157
midas_result,headache_days_per_month,numeric,,0.5096797832033655,6631
midas_result,headache_days_severe_per_month,numeric,,0.538226691898214,6631
midas_result,days_medication,numeric,,0.3571486907850694,6631
midas_result,intensity,numeric,,0.23526381615192585,6631
midas_result,days_lost_work,numeric,,0.48814856636226744,6631
midas_result,days_lost_household,numeric,,0.6906920629348869,6631
midas_result,days_doctor,numeric,,0.3806902505576916,6631
midas_result,days_ER,numeric,,0.12906958800733168,6631
midas_result,days_hospital,numeric,,0.11425032961261727,6631
gvas_result,gender,categorical,divers,-6.654781653273588,14
gvas_result,gender,categorical,männlich,0.36735455091172753,1181
gvas_result,gender,categorical,weiblich,-0.06267085752040913,5436
gvas_result,birthyear,numeric,,0.07620991022075695,6631
gvas_result,weight,numeric,,-0.08365323964128275,6631
gvas_result,pregnant,categorical,ja,3.943243976509919,21
gvas_result,pregnant,categorical,nein,-0.01527825156950513,5420
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,1.6900290915371556,2925
gvas_result,highest_degree,categorical,Fachhochschulreife,1.0764213542452126,760
gvas_result,highest_degree,categorical,Hauptschulabschluss,-6.148592896182301,554
gvas_result,highest_degree,categorical,Keine,1.6797726812807454,117
gvas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-1.1215948400867717,2275
gvas_result,family_status,categorical,geschieden,-5.606807239627528,402
gvas_result,family_status,categorical,ledig,0.5244953256271003,3189
gvas_result,family_status,categorical,sonstiger,0.4969536171057527,177
gvas_result,family_status,categorical,verheiratet,0.20586658895360443,2812
gvas_result,family_status,categorical,verwitwet,-1.677190616859022,51
gvas_result,current_employed,categorical,ja,1.6882908663512026,5041
gvas_result,current_employed,categorical,nein,-5.352625319041778,1590
gvas_result,working_hours_model,categorical,Teilzeit,-1.2979080620891992,2037
gvas_result,working_hours_model,categorical,Vollzeit,0.8801060993594234,3004
gvas_result,shiftwork,categorical,ja,0.541124565449131,501
gvas_result,shiftwork,categorical,nein,-0.05962247796129816,4547
gvas_result,working_hours_reduced,categorical,False,2.067704815481541,5226
gvas_result,working_hours_reduced,categorical,True,-7.690978907976181,1405
gvas_result,children,numeric,,-0.0035879983944721223,3157
gvas_result,headache_days_per_month,numeric,,-0.39151327475236564,6631
gvas_result,headache_days_severe_per_month,numeric,,-0.3843366421569134,6631
gvas_result,days_medication,numeric,,-0.23921979388136097,6631
gvas_result,intensity,numeric,,-0.1785890516255187,6631
gvas_result,days_lost_work,numeric,,-0.26976960554615753,6631
gvas_result,days_lost_household,numeric,,-0.4014108300324812,6631
gvas_result,days_doctor,numeric,,-0.2910815680749864,6631
gvas_result,days_ER,numeric,,-0.10895695709219037,6631
gvas_result,days_hospital,numeric,,-0.09879270680762657,6631
chiq_result,gender,categorical,männlich,-0.506679035250464,55
chiq_result,gender,categorical,weiblich,0.6480778357854753,43
chiq_result,birthyear,numeric,,0.1450988501162693,98
chiq_result,weight,numeric,,0.10793170988863147,98
chiq_result,pregnant,categorical,nein,0.0049833887043213565,42
chiq_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.5612244897959187,27
chiq_result,highest_degree,categorical,Fachhochschulreife,-1.2884972170686453,11
chiq_result,highest_degree,categorical,Hauptschulabschluss,5.938775510204081,14
chiq_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-1.4216896060749882,43
chiq_result,family_status,categorical,ledig,2.5244897959183668,35
chiq_result,family_status,categorical,verheiratet,-1.7508796622097123,58
chiq_result,current_employed,categorical,ja,-1.1386892785283145,71
chiq_result,current_employed,categorical,nein,2.9943310657596385,27
chiq_result,working_hours_model,categorical,Teilzeit,0.9524647887323958,16
chiq_result,working_hours_model,categorical,Vollzeit,-0.27708066581305957,55
chiq_result,shiftwork,categorical,nein,0.22361863488624323,65
chiq_result,working_hours_reduced,categorical,False,-1.9917800453514758,72
chiq_result,working_hours_reduced,categorical,True,5.515698587127158,26
chiq_result,children,numeric,,-0.209127868048927,57
chiq_result,headache_days_per_month,numeric,,0.40262519499121074,98
chiq_result,headache_days_severe_per_month,numeric,,0.45724381805729414,98
chiq_result,days_medication,numeric,,0.3922217087503465,98
chiq_result,intensity,numeric,,0.2955955716384649,98
chiq_result,days_lost_work,numeric,,0.40870901941726645,98
chiq_result,days_lost_household,numeric,,0.5646043360139413,98
chiq_result,days_doctor,numeric,,0.37909880963126935,98
chiq_result,days_ER,numeric,,0.17347488600083052,98
chiq_result,days_hospital,numeric,,0.0604188388301733,98
dass_depression,gender,categorical,männlich,0.042631651424817285,367
dass_depression,gender,categorical,weiblich,-0.020642081732114015,2041
dass_depression,birthyear,numeric,,-0.017752421595217487,2414
dass_depression,weight,numeric,,0.04101315268714945,2414
dass_depression,pregnant,categorical,ja,-2.5414362707356335,14
dass_depression,pregnant,categorical,nein,0.01755308721771076,2027
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.32810606908476636,1103
dass_depression,highest_degree,categorical,Fachhochschulreife,-0.190744388418552,302
dass_depression,highest_degree,categorical,Hauptschulabschluss,1.3774820870926918,182
dass_depression,highest_degree,categorical,Keine,2.4033594355506853,31
dass_depression,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.11846723260045078,796
dass_depression,family_status,categorical,geschieden,1.3362532429441396,137
dass_depression,family_status,categorical,ledig,0.07638511727867492,1138
dass_depression,family_status,categorical,sonstiger,1.1898696994803046,55
dass_depression,family_status,categorical,verheiratet,-0.297040758482785,1064
dass_depression,family_status,categorical,verwitwet,-0.9692212096106045,20
dass_depression,current_employed,categorical,ja,-0.3793275925893278,1880
dass_depression,current_employed,categorical,nein,1.33546043832947,534
dass_depression,working_hours_model,categorical,Teilzeit,-0.0774089921750285,813
dass_depression,working_hours_model,categorical,Vollzeit,0.058981734431394095,1067
dass_depression,shiftwork,categorical,ja,-0.15965542432728608,191
dass_depression,shiftwork,categorical,nein,0.017927211079665994,1701
dass_depression,working_hours_reduced,categorical,False,-0.354599084747516,1826
dass_depression,working_hours_reduced,categorical,True,1.1011869536547012,588
dass_depression,children,numeric,,-0.006165300680018321,1140
dass_depression,headache_days_per_month,numeric,,0.29895488122245595,2414
dass_depression,headache_days_severe_per_month,numeric,,0.29206616624149756,2414
dass_depression,days_medication,numeric,,0.17596063193519368,2414
dass_depression,intensity,numeric,,0.18678559996716482,2414
dass_depression,days_lost_work,numeric,,0.21604031618744568,2414
dass_depression,days_lost_household,numeric,,0.36173972154999734,2414
dass_depression,days_doctor,numeric,,0.2126039195659565,2414
dass_depression,days_ER,numeric,,0.09745079544884958,2414
dass_depression,days_hospital,numeric,,0.04238211767868085,2414
dass_fear,gender,categorical,männlich,-0.2667116660533808,367
dass_fear,gender,categorical,weiblich,0.03730930993343984,2041
dass_fear,birthyear,numeric,,0.0689934894646323,2414
dass_fear,weight,numeric,,0.017582881163412757,2414
dass_fear,pregnant,categorical,ja,0.03755162035416815,14
dass_fear,pregnant,categorical,nein,-0.000259359982712315,2027
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.4905451052000229,1103
dass_fear,highest_degree,categorical,Fachhochschulreife,0.0639810816594153,302
dass_fear,highest_degree,categorical,Hauptschulabschluss,0.9045312599579374,182
dass_fear,highest_degree,categorical,Keine,0.9020498703797744,31
dass_fear,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.4135185038698044,796
dass_fear,family_status,categorical,geschieden,0.8730882504127386,137
dass_fear,family_status,categorical,ledig,0.21621167093536098,1138
dass_fear,family_status,categorical,sonstiger,1.2891466445733224,55
dass_fear,family_status,categorical,verheiratet,-0.38566538550186547,1064
dass_fear,family_status,categorical,verwitwet,-1.3108533554266777,20
dass_fear,current_employed,categorical,ja,-0.30127888734157127,1880
dass_fear,current_employed,categorical,nein,1.0606822250976666,534
dass_fear,working_hours_model,categorical,Teilzeit,-0.1094514668550941,813
dass_fear,working_hours_model,categorical,Vollzeit,0.08339647849408749,1067
dass_fear,shiftwork,categorical,ja,-0.16835283309166194,191
dass_fear,shiftwork,categorical,nein,0.01890381606143876,1701
dass_fear,working_hours_reduced,categorical,False,-0.22673506407947075,1826
dass_fear,working_hours_reduced,categorical,True,0.70411263096788,588
dass_fear,children,numeric,,-0.03637692214782443,1140
dass_fear,headache_days_per_month,numeric,,0.25175116020568095,2414
dass_fear,headache_days_severe_per_month,numeric,,0.24391490810778166,2414
dass_fear,days_medication,numeric,,0.1123958698429926,2414
dass_fear,intensity,numeric,,0.1772499578286802,2414
dass_fear,days_lost_work,numeric,,0.19519283380547095,2414
dass_fear,days_lost_household,numeric,,0.2878578138261627,2414
dass_fear,days_doctor,numeric,,0.1645751038309024,2414
dass_fear,days_ER,numeric,,0.08210324053322292,2414
dass_fear,days_hospital,numeric,,0.04308612237775431,2414
dass_stress,gender,categorical,männlich,-0.3828529761676327,367
dass_stress,gender,categorical,weiblich,0.058187439186810685,2041
dass_stress,birthyear,numeric,,-0.014039972907683189,2414
dass_stress,weight,numeric,,0.024566345723331082,2414
dass_stress,pregnant,categorical,ja,-1.3861552460278572,14
dass_stress,pregnant,categorical,nein,0.009573839883763924,2027
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.21088452747308928,1103
dass_stress,highest_degree,categorical,Fachhochschulreife,0.02397164443615285,302
dass_stress,highest_degree,categorical,Hauptschulabschluss,0.9742299953567555,182
dass_stress,highest_degree,categorical,Keine,0.860972285324852,31
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.026841956260173383,796
dass_stress,family_status,categorical,geschieden,1.0307391796031657,137
dass_stress,family_status,categorical,ledig,-0.08091784450110229,1138
dass_stress,family_status,categorical,sonstiger,1.085019206145966,55
dass_stress,family_status,categorical,verheiratet,-0.0826670549613473,1064
dass_stress,family_status,categorical,verwitwet,-1.042253521126761,20
dass_stress,current_employed,categorical,ja,-0.2528918189991014,1880
dass_stress,current_employed,categorical,nein,0.8903307485361607,534
dass_stress,working_hours_model,categorical,Teilzeit,0.051966711156473444,813
dass_stress,working_hours_model,categorical,Vollzeit,-0.03959600390835316,1067
dass_stress,shiftwork,categorical,ja,-0.19710990336827372,191
dass_stress,shiftwork,categorical,nein,0.022132858050170512,1701
dass_stress,working_hours_reduced,categorical,False,-0.3971275627477908,1826
dass_stress,working_hours_reduced,categorical,True,1.2332566829548712,588
dass_stress,children,numeric,,-0.03249983099319595,1140
dass_stress,headache_days_per_month,numeric,,0.2772673642199193,2414
dass_stress,headache_days_severe_per_month,numeric,,0.27270340615267474,2414
dass_stress,days_medication,numeric,,0.1831772018425536,2414
dass_stress,intensity,numeric,,0.18549409671353229,2414
dass_stress,days_lost_work,numeric,,0.22181483774784552,2414
dass_stress,days_lost_household,numeric,,0.33124752247821204,2414
dass_stress,days_doctor,numeric,,0.20394912690303899,2414
dass_stress,days_ER,numeric,,0.07241434433426205,2414
dass_stress,days_hospital,numeric,,0.033464803252668054,2414
midas_result,gender,categorical,männlich,-1.604651792789113,367
midas_result,gender,categorical,weiblich,0.2599254633777264,2041
midas_result,birthyear,numeric,,-0.03617912478462848,2414
midas_result,weight,numeric,,0.030254013246206104,2414
midas_result,pregnant,categorical,ja,-18.740988311052007,14
midas_result,pregnant,categorical,nein,0.12943948512813108,2027
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-2.8216275413668086,1103
midas_result,highest_degree,categorical,Fachhochschulreife,-0.5217440208057837,302
midas_result,highest_degree,categorical,Hauptschulabschluss,4.931025064413632,182
midas_result,highest_degree,categorical,Keine,-3.718390036614373,31
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),3.1251826656064097,796
midas_result,family_status,categorical,geschieden,11.45585060383771,137
midas_result,family_status,categorical,ledig,-1.014580296833202,1138
midas_result,family_status,categorical,sonstiger,11.987768321156892,55
midas_result,family_status,categorical,verheiratet,-1.2808748777494685,1064
midas_result,family_status,categorical,verwitwet,14.433222866611437,20
midas_result,current_employed,categorical,ja,-3.8205005376438876,1880
midas_result,current_employed,categorical,nein,13.450451331030912,534
midas_result,working_hours_model,categorical,Teilzeit,1.007597943000711,813
midas_result,working_hours_model,categorical,Vollzeit,-0.7677386388562084,1067
midas_result,shiftwork,categorical,ja,0.23811197325747457,191
midas_result,shiftwork,categorical,nein,-0.02673685296424111,1701
midas_result,working_hours_reduced,categorical,False,-6.3938308026109105,1826
midas_result,working_hours_reduced,categorical,True,19.855671846203272,588
midas_result,children,numeric,,-0.028513455958270074,1140
midas_result,headache_days_per_month,numeric,,0.5583520257127298,2414
midas_result,headache_days_severe_per_month,numeric,,0.5911671963992443,2414
midas_result,days_medication,numeric,,0.3770977366150377,2414
midas_result,intensity,numeric,,0.3381402122202817,2414
midas_result,days_lost_work,numeric,,0.544170396557907,2414
midas_result,days_lost_household,numeric,,0.729995134275217,2414
midas_result,days_doctor,numeric,,0.4191319367700516,2414
midas_result,days_ER,numeric,,0.14074208258918647,2414
midas_result,days_hospital,numeric,,0.1143083595029229,2414
gvas_result,gender,categorical,männlich,0.04895376425890419,367
gvas_result,gender,categorical,weiblich,0.001076928759928819,2041
gvas_result,birthyear,numeric,,0.0783671713567673,2414
gvas_result,weight,numeric,,-0.12272356894195459,2414
gvas_result,pregnant,categorical,ja,-4.099846013858752,14
gvas_result,pregnant,categorical,nein,0.028316647357684133,2027
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,2.131317691225483,1103
gvas_result,highest_degree,categorical,Fachhochschulreife,1.459414453217164,302
gvas_result,highest_degree,categorical,Hauptschulabschluss,-6.785582271912013,182
gvas_result,highest_degree,categorical,Keine,-0.2854050297992856,31
gvas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-1.9444259408059352,796
gvas_result,family_status,categorical,geschieden,-3.8156616815534647,137
gvas_result,family_status,categorical,ledig,0.1361041260485507,1138
gvas_result,family_status,categorical,sonstiger,-2.645522331852071,55
gvas_result,family_status,categorical,verheiratet,0.5497271555026799,1064
gvas_result,family_status,categorical,verwitwet,-3.5773405136702507,20
gvas_result,current_employed,categorical,ja,1.7912765076063408,1880
gvas_result,current_employed,categorical,nein,-6.306366730898716,534
gvas_result,working_hours_model,categorical,Teilzeit,-1.1408802439088177,813
gvas_result,working_hours_model,categorical,Vollzeit,0.8692930068396194,1067
gvas_result,shiftwork,categorical,ja,0.22880854078345436,191
gvas_result,shiftwork,categorical,nein,-0.025692199464813825,1701
gvas_result,working_hours_reduced,categorical,False,2.435967262890536,1826
gvas_result,working_hours_reduced,categorical,True,-7.564755479656647,588
gvas_result,children,numeric,,0.04024511183086492,1140
gvas_result,headache_days_per_month,numeric,,-0.46054466572025854,2414
gvas_result,headache_days_severe_per_month,numeric,,-0.43343261867733224,2414
gvas_result,days_medication,numeric,,-0.2629592170782747,2414
gvas_result,intensity,numeric,,-0.22001027820931135,2414
gvas_result,days_lost_work,numeric,,-0.3011716173545523,2414
gvas_result,days_lost_household,numeric,,-0.43157491881950255,2414
gvas_result,days_doctor,numeric,,-0.2585699418545878,2414
gvas_result,days_ER,numeric,,-0.1053561456619557,2414
gvas_result,days_hospital,numeric,,-0.08806944092384285,2414
pgic_result,gender,categorical,männlich,0.04459680022755519,367
pgic_result,gender,categorical,weiblich,-0.006019516238567668,2041
pgic_result,birthyear,numeric,,-0.07975213948124078,2414
pgic_result,weight,numeric,,0.018614224297560614,2414
pgic_result,pregnant,categorical,ja,-0.03132218100370965,14
pgic_result,pregnant,categorical,nein,0.0002163347479289257,2027
pgic_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.07185795161347253,1103
pgic_result,highest_degree,categorical,Fachhochschulreife,-0.06430480036432096,302
pgic_result,highest_degree,categorical,Hauptschulabschluss,0.33079017088959084,182
pgic_result,highest_degree,categorical,Keine,-0.0672956142929686,31
pgic_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.05095693879505214,796
pgic_result,family_status,categorical,geschieden,0.18841429858671122,137
pgic_result,family_status,categorical,ledig,-0.028177750468488583,1138
pgic_result,family_status,categorical,sonstiger,0.21071025080967098,55
pgic_result,family_status,categorical,verheiratet,-0.011025907768593246,1064
pgic_result,family_status,categorical,verwitwet,0.3198011599005799,20
pgic_result,current_employed,categorical,ja,-0.06104990392920717,1880
pgic_result,current_employed,categorical,nein,0.21493224604290218,534
pgic_result,working_hours_model,categorical,Teilzeit,-0.004142786108712215,813
pgic_result,working_hours_model,categorical,Vollzeit,0.0031565933518113987,1067
pgic_result,shiftwork,categorical,ja,-0.03988410834264977,191
pgic_result,shiftwork,categorical,nein,0.0044784624887981295,1701
pgic_result,working_hours_reduced,categorical,False,-0.06683629902603583,1826
pgic_result,working_hours_reduced,categorical,True,0.20755626194139642,588
pgic_result,children,numeric,,-0.01351984978919588,1140
pgic_result,headache_days_per_month,numeric,,0.315403197154933,2414
pgic_result,headache_days_severe_per_month,numeric,,0.3172735013216112,2414
pgic_result,days_medication,numeric,,0.2846627416860314,2414
pgic_result,intensity,numeric,,0.23022715205620994,2414
pgic_result,days_lost_work,numeric,,0.23164042789581105,2414
pgic_result,days_lost_household,numeric,,0.2992840225304234,2414
pgic_result,days_doctor,numeric,,0.18059257218518698,2414
pgic_result,days_ER,numeric,,0.0767460770188747,2414
pgic_result,days_hospital,numeric,,0.03339530035613339,2414
dass_depression,gender,categorical,männlich,0.23912088716465973,267
dass_depression,gender,categorical,weiblich,-0.052474809297565095,1570
dass_depression,birthyear,numeric,,-0.03156466286597014,1842
dass_depression,weight,numeric,,0.053745341134532984,1842
dass_depression,pregnant,categorical,nein,0.005138710150357717,1564
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.568961679472098,839
dass_depression,highest_degree,categorical,Fachhochschulreife,-0.33048984532137204,244
dass_depression,highest_degree,categorical,Hauptschulabschluss,1.8223204591282771,133
dass_depression,highest_degree,categorical,Keine,0.1080347448425627,14
dass_depression,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.5132635030124977,612
dass_depression,family_status,categorical,geschieden,1.5443983812061992,110
dass_depression,family_status,categorical,ledig,0.09612998293780084,840
dass_depression,family_status,categorical,sonstiger,1.0604156972235153,42
dass_depression,family_status,categorical,verheiratet,-0.3572762599421262,836
dass_depression,family_status,categorical,verwitwet,0.25089188769970594,14
dass_depression,current_employed,categorical,ja,-0.3985762502861778,1437
dass_depression,current_employed,categorical,nein,1.4142075843487358,405
dass_depression,working_hours_model,categorical,Teilzeit,0.04056161241269152,648
dass_depression,working_hours_model,categorical,Vollzeit,-0.033312959243883,789
dass_depression,shiftwork,categorical,ja,0.17474529027297248,144
dass_depression,shiftwork,categorical,nein,-0.019341523289244655,1301
dass_depression,working_hours_reduced,categorical,False,-0.43003260508423047,1366
dass_depression,working_hours_reduced,categorical,True,1.2340851650106304,476
dass_depression,children,numeric,,-0.01856016047940158,895
dass_depression,headache_days_per_month,numeric,,0.3071875474569696,1842
dass_depression,headache_days_severe_per_month,numeric,,0.2820950505202809,1842
dass_depression,days_medication,numeric,,0.19556531964324994,1842
dass_depression,intensity,numeric,,0.1582777739225041,1842
dass_depression,days_lost_work,numeric,,0.20217320494665167,1842
dass_depression,days_lost_household,numeric,,0.331219250487925,1842
dass_depression,days_doctor,numeric,,0.21713804298907008,1842
dass_depression,days_ER,numeric,,0.0169324620436028,1842
dass_depression,days_hospital,numeric,,0.021460323931194344,1842
dass_fear,gender,categorical,männlich,-0.0220327196867105,267
dass_fear,gender,categorical,weiblich,-0.010150279743009527,1570
dass_fear,birthyear,numeric,,0.038334387336585896,1842
dass_fear,weight,numeric,,0.043481027184427715,1842
dass_fear,pregnant,categorical,nein,0.006238291494941706,1564
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.48846993538401406,839
dass_fear,highest_degree,categorical,Fachhochschulreife,0.1465219558213633,244
dass_fear,highest_degree,categorical,Hauptschulabschluss,1.085539581853657,133
dass_fear,highest_degree,categorical,Keine,-0.3505506437102528,14
dass_fear,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.38334291371271645,612
dass_fear,family_status,categorical,geschieden,0.8273714342118255,110
dass_fear,family_status,categorical,ledig,0.22563983248022357,840
dass_fear,family_status,categorical,sonstiger,1.3875445943849853,42
dass_fear,family_status,categorical,verheiratet,-0.3826764126781268,836
dass_fear,family_status,categorical,verwitwet,-1.3505506437102528,14
dass_fear,current_employed,categorical,ja,-0.29110139428187987,1437
dass_fear,current_employed,categorical,nein,1.032870873044597,405
dass_fear,working_hours_model,categorical,Teilzeit,-0.17232402896981913,648
dass_fear,working_hours_model,categorical,Vollzeit,0.14152848006646712,789
dass_fear,shiftwork,categorical,ja,0.1707083813917727,144
dass_fear,shiftwork,categorical,nein,-0.01889470170669849,1301
dass_fear,working_hours_reduced,categorical,False,-0.2219164667598239,1366
dass_fear,working_hours_reduced,categorical,True,0.6368443142729405,476
dass_fear,children,numeric,,0.004689947903453139,895
dass_fear,headache_days_per_month,numeric,,0.23734869415328524,1842
dass_fear,headache_days_severe_per_month,numeric,,0.24085063213363642,1842
dass_fear,days_medication,numeric,,0.13093253152011505,1842
dass_fear,intensity,numeric,,0.1659082657672284,1842
dass_fear,days_lost_work,numeric,,0.1525697680776862,1842
dass_fear,days_lost_household,numeric,,0.26889462640817213,1842
dass_fear,days_doctor,numeric,,0.16946126354415125,1842
dass_fear,days_ER,numeric,,0.027467112186769487,1842
dass_fear,days_hospital,numeric,,0.07198172371476844,1842
dass_stress,gender,categorical,männlich,-0.1722419451255961,267
dass_stress,gender,categorical,weiblich,0.01614279687683684,1570
dass_stress,birthyear,numeric,,-0.015219900273737593,1842
dass_stress,weight,numeric,,0.0269588061191857,1842
dass_stress,pregnant,categorical,nein,0.004810464756381805,1564
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.28565947000138525,839
dass_stress,highest_degree,categorical,Fachhochschulreife,-0.021938021751125802,244
dass_stress,highest_degree,categorical,Hauptschulabschluss,0.8160996954928033,133
dass_stress,highest_degree,categorical,Keine,-0.5711183496199785,14
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.2360711928636814,612
dass_stress,family_status,categorical,geschieden,1.2652452867436574,110
dass_stress,family_status,categorical,ledig,-0.1651659686675977,840
dass_stress,family_status,categorical,sonstiger,1.5955483170466875,42
dass_stress,family_status,categorical,verheiratet,-0.06513748837595923,836
dass_stress,family_status,categorical,verwitwet,-0.9282612067628353,14
dass_stress,current_employed,categorical,ja,-0.31120185692686775,1437
dass_stress,current_employed,categorical,nein,1.1041902923553293,405
dass_stress,working_hours_model,categorical,Teilzeit,-0.057755998865950176,648
dass_stress,working_hours_model,categorical,Vollzeit,0.04743458461994354,789
dass_stress,shiftwork,categorical,ja,0.23326605151864666,144
dass_stress,shiftwork,categorical,nein,-0.025818840444800983,1301
dass_stress,working_hours_reduced,categorical,False,-0.4642369440562888,1366
dass_stress,working_hours_reduced,categorical,True,1.332242994917837,476
dass_stress,children,numeric,,-0.060586395622787656,895
dass_stress,headache_days_per_month,numeric,,0.2865203880954187,1842
dass_stress,headache_days_severe_per_month,numeric,,0.27858707651421133,1842
dass_stress,days_medication,numeric,,0.20497820421521604,1842
dass_stress,intensity,numeric,,0.17068922308427478,1842
dass_stress,days_lost_work,numeric,,0.19271627186835005,1842
dass_stress,days_lost_household,numeric,,0.32314468765216064,1842
dass_stress,days_doctor,numeric,,0.2095196643676568,1842
dass_stress,days_ER,numeric,,0.011454622975680928,1842
dass_stress,days_hospital,numeric,,0.03071878195336907,1842
midas_result,gender,categorical,männlich,2.967353511693446,267
midas_result,gender,categorical,weiblich,-0.5822970047787948,1570
midas_result,birthyear,numeric,,-0.015422222318997519,1842
midas_result,weight,numeric,,0.05139068439479635,1842
midas_result,pregnant,categorical,nein,-0.06815938227963869,1564
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-2.4411629583328462,839
midas_result,highest_degree,categorical,Fachhochschulreife,2.0534344351293186,244
midas_result,highest_degree,categorical,Hauptschulabschluss,4.823679720473827,133
midas_result,highest_degree,categorical,Keine,-7.601132309601361,14
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),1.653536224478934,612
midas_result,family_status,categorical,geschieden,12.375491067022011,110
