score,factor,type,value,association,n
midas_result,family_status,categorical,ledig,0.13220102373197307,840
midas_result,family_status,categorical,sonstiger,12.446486738017683,42
midas_result,family_status,categorical,verheiratet,-2.28551371766698,836
midas_result,family_status,categorical,verwitwet,-6.029703738172792,14
midas_result,current_employed,categorical,ja,-3.8669141964688443,1437
midas_result,current_employed,categorical,nein,13.720384445248726,405
midas_result,working_hours_model,categorical,Teilzeit,1.7042739503595463,648
midas_result,working_hours_model,categorical,Vollzeit,-1.3997078831850267,789
midas_result,shiftwork,categorical,ja,2.9397491349480944,144
midas_result,shiftwork,categorical,nein,-0.3253834553670494,1301
midas_result,working_hours_reduced,categorical,False,-7.119956823301425,1366
midas_result,working_hours_reduced,categorical,True,20.43248113577679,476
midas_result,children,numeric,,-0.06628857493161687,895
midas_result,headache_days_per_month,numeric,,0.5787344365592615,1842
midas_result,headache_days_severe_per_month,numeric,,0.6054029672268888,1842
midas_result,days_medication,numeric,,0.41013308764330975,1842
midas_result,intensity,numeric,,0.373798218819554,1842
midas_result,days_lost_work,numeric,,0.5224564057299219,1842
midas_result,days_lost_household,numeric,,0.7309662821436778,1842
midas_result,days_doctor,numeric,,0.39156383230882325,1842
midas_result,days_ER,numeric,,0.11061060753437085,1842
midas_result,days_hospital,numeric,,0.10957930742998293,1842
gvas_result,gender,categorical,männlich,-0.6023679683782888,267
gvas_result,gender,categorical,weiblich,0.12921914009280755,1570
gvas_result,birthyear,numeric,,0.02821034088757615,1842
gvas_result,weight,numeric,,-0.0876158765873863,1842
gvas_result,pregnant,categorical,nein,-0.013027188166873316,1564
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,2.0712581158221823,839
gvas_result,highest_degree,categorical,Fachhochschulreife,1.564590341930547,244
gvas_result,highest_degree,categorical,Hauptschulabschluss,-7.860992056688957,133
gvas_result,highest_degree,categorical,Keine,-3.3797890491701565,14
gvas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-1.6776415234932216,612
gvas_result,family_status,categorical,geschieden,-5.799269568650679,110
gvas_result,family_status,categorical,ledig,-0.32026523964634634,840
gvas_result,family_status,categorical,sonstiger,-3.1893128586939667,42
gvas_result,family_status,categorical,verheiratet,1.277763924172291,836
gvas_result,family_status,categorical,verwitwet,-1.951217620598733,14
gvas_result,current_employed,categorical,ja,2.127617253643244,1437
gvas_result,current_employed,categorical,nein,-7.549101218482328,405
gvas_result,working_hours_model,categorical,Teilzeit,-1.2353604474342106,648
gvas_result,working_hours_model,categorical,Vollzeit,1.0145926108204932,789
gvas_result,shiftwork,categorical,ja,-0.9774750096116875,144
gvas_result,shiftwork,categorical,nein,0.10819093111766875,1301
gvas_result,working_hours_reduced,categorical,False,2.592810825333082,1366
gvas_result,working_hours_reduced,categorical,True,-7.440713418918058,476
gvas_result,children,numeric,,0.04900505221391057,895
gvas_result,headache_days_per_month,numeric,,-0.45772737505707123,1842
gvas_result,headache_days_severe_per_month,numeric,,-0.4103483118878301,1842
gvas_result,days_medication,numeric,,-0.2702633033043483,1842
gvas_result,intensity,numeric,,-0.23293818024014343,1842
gvas_result,days_lost_work,numeric,,-0.2671248378725457,1842
gvas_result,days_lost_household,numeric,,-0.4134441145717627,1842
gvas_result,days_doctor,numeric,,-0.29838731326221113,1842
gvas_result,days_ER,numeric,,-0.05749366478765444,1842
gvas_result,days_hospital,numeric,,-0.044476493971953995,1842
pgic_result,gender,categorical,männlich,0.049652917566397115,267
pgic_result,gender,categorical,weiblich,-0.005424732186698034,1570
pgic_result,birthyear,numeric,,-0.01627761795272636,1842
pgic_result,weight,numeric,,0.03247534058070078,1842
pgic_result,pregnant,categorical,nein,-0.0029053382638020153,1564
pgic_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.05322504040925624,839
pgic_result,highest_degree,categorical,Fachhochschulreife,-0.12105071109449783,244
pgic_result,highest_degree,categorical,Hauptschulabschluss,0.1917497326377835,133
pgic_result,highest_degree,categorical,Keine,0.46618582286334753,14
pgic_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.06889357262992091,612
pgic_result,family_status,categorical,geschieden,0.18826374494126963,110
pgic_result,family_status,categorical,ledig,-0.005242748565223998,840
pgic_result,family_status,categorical,sonstiger,0.2519001085776331,42
pgic_result,family_status,categorical,verheiratet,-0.033985058886481845,836
pgic_result,family_status,categorical,verwitwet,0.10904296572049033,14
pgic_result,current_employed,categorical,ja,-0.05011798467219286,1437
pgic_result,current_employed,categorical,nein,0.17782603450355916,405
pgic_result,working_hours_model,categorical,Teilzeit,0.004178587076986595,648
pgic_result,working_hours_model,categorical,Vollzeit,-0.003431843378817856,789
pgic_result,shiftwork,categorical,ja,0.044785659361783914,144
pgic_result,shiftwork,categorical,nein,-0.004957059913986761,1301
pgic_result,working_hours_reduced,categorical,False,-0.03287295145164926,1366
pgic_result,working_hours_reduced,categorical,True,0.0943370833675492,476
pgic_result,children,numeric,,-0.030618005263846962,895
pgic_result,headache_days_per_month,numeric,,0.35219660280134457,1842
pgic_result,headache_days_severe_per_month,numeric,,0.3642879929711836,1842
pgic_result,days_medication,numeric,,0.31724062670258374,1842
pgic_result,intensity,numeric,,0.27575789339527795,1842
pgic_result,days_lost_work,numeric,,0.19782577671110496,1842
pgic_result,days_lost_household,numeric,,0.30085140307994557,1842
pgic_result,days_doctor,numeric,,0.19130140848944074,1842
pgic_result,days_ER,numeric,,0.0788916959770936,1842
pgic_result,days_hospital,numeric,,0.0494583370244333,1842
dass_depression,gender,categorical,männlich,0.05960733312798805,183
dass_depression,gender,categorical,weiblich,-0.03387853391608164,1251
dass_depression,birthyear,numeric,,-0.05099959821864821,1437
dass_depression,weight,numeric,,0.02604976812653619,1437
dass_depression,pregnant,categorical,ja,-1.3081534772182257,10
dass_depression,pregnant,categorical,nein,0.010541123909896477,1241
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.5488772492295455,672
dass_depression,highest_degree,categorical,Fachhochschulreife,0.17409702112375758,186
dass_depression,highest_degree,categorical,Hauptschulabschluss,1.1579679888656926,95
dass_depression,highest_degree,categorical,Keine,-0.20566837477067068,11
dass_depression,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.48354938421452953,473
dass_depression,family_status,categorical,geschieden,1.146604352502056,88
dass_depression,family_status,categorical,ledig,0.06940116116842976,621
dass_depression,family_status,categorical,sonstiger,1.1902260533818216,31
dass_depression,family_status,categorical,verheiratet,-0.24057215711970859,685
dass_depression,family_status,categorical,verwitwet,-1.3420320111343074,12
dass_depression,current_employed,categorical,ja,-0.38318787803448284,1142
dass_depression,current_employed,categorical,nein,1.4833917176792522,295
dass_depression,working_hours_model,categorical,Teilzeit,0.03456452980036406,531
dass_depression,working_hours_model,categorical,Vollzeit,-0.030038895783948583,611
dass_depression,shiftwork,categorical,ja,0.23097372251589654,114
dass_depression,shiftwork,categorical,nein,-0.02553928648575443,1031
dass_depression,working_hours_reduced,categorical,False,-0.45719788791155835,1055
dass_depression,working_hours_reduced,categorical,True,1.2626800307505093,382
dass_depression,children,numeric,,0.014496668275221676,696
dass_depression,headache_days_per_month,numeric,,0.31453101539863754,1437
dass_depression,headache_days_severe_per_month,numeric,,0.3196615755565904,1437
dass_depression,days_medication,numeric,,0.1743554058158234,1437
dass_depression,intensity,numeric,,0.21462747345547645,1437
dass_depression,days_lost_work,numeric,,0.23848045453060304,1437
dass_depression,days_lost_household,numeric,,0.34786492136303404,1437
dass_depression,days_doctor,numeric,,0.1895994761617043,1437
dass_depression,days_ER,numeric,,0.02447840653731391,1437
dass_depression,days_hospital,numeric,,0.033224475571244166,1437
dass_fear,gender,categorical,männlich,-0.3099010917553646,183
dass_fear,gender,categorical,weiblich,0.024611625939332082,1251
dass_fear,birthyear,numeric,,0.007425664129834439,1437
dass_fear,weight,numeric,,0.033693561530399714,1437
dass_fear,pregnant,categorical,ja,0.08297362110311735,10
dass_fear,pregnant,categorical,nein,-0.0006686029097751067,1241
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.5897361815289788,672
dass_fear,highest_degree,categorical,Fachhochschulreife,0.39898309650481556,186
dass_fear,highest_degree,categorical,Hauptschulabschluss,0.802322089147713,95
dass_fear,highest_degree,categorical,Keine,0.6712216106788129,11
dass_fear,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.5042025831946693,473
dass_fear,family_status,categorical,geschieden,0.6939488834060863,88
dass_fear,family_status,categorical,ledig,0.23351117296837565,621
dass_fear,family_status,categorical,sonstiger,0.5011336341392236,31
dass_fear,family_status,categorical,verheiratet,-0.32015197923492256,685
dass_fear,family_status,categorical,verwitwet,-0.1924147529575504,12
dass_fear,current_employed,categorical,ja,-0.30712578623250675,1142
dass_fear,current_employed,categorical,nein,1.1889411792458398,295
dass_fear,working_hours_model,categorical,Teilzeit,-0.13481815693219978,531
dass_fear,working_hours_model,categorical,Vollzeit,0.1171660250916502,611
dass_fear,shiftwork,categorical,ja,0.08503792231670904,114
dass_fear,shiftwork,categorical,nein,-0.009402835251314023,1031
dass_fear,working_hours_reduced,categorical,False,-0.25639579561157877,1055
dass_fear,working_hours_reduced,categorical,True,0.708108807251874,382
dass_fear,children,numeric,,0.028892700625224813,696
dass_fear,headache_days_per_month,numeric,,0.21084691167543415,1437
dass_fear,headache_days_severe_per_month,numeric,,0.25637977284811714,1437
dass_fear,days_medication,numeric,,0.09914367493404343,1437
dass_fear,intensity,numeric,,0.21597865057837967,1437
dass_fear,days_lost_work,numeric,,0.17141546543894481,1437
dass_fear,days_lost_household,numeric,,0.26070701960744946,1437
dass_fear,days_doctor,numeric,,0.14908874631281632,1437
dass_fear,days_ER,numeric,,0.029663375930735033,1437
dass_fear,days_hospital,numeric,,0.06924215886350478,1437
dass_stress,gender,categorical,männlich,-0.45664350821953725,183
dass_stress,gender,categorical,weiblich,0.04606252367625707,1251
dass_stress,birthyear,numeric,,-0.049538074860315674,1437
dass_stress,weight,numeric,,0.026964164078851268,1437
dass_stress,pregnant,categorical,ja,-1.1655475619504392,10
dass_stress,pregnant,categorical,nein,0.009392002916603026,1241
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.42722313351227736,672
dass_stress,highest_degree,categorical,Fachhochschulreife,0.5719128111881835,186
dass_stress,highest_degree,categorical,Hauptschulabschluss,0.5173570669889758,95
dass_stress,highest_degree,categorical,Keine,-1.0194850382741825,11
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.3018680272649297,473
dass_stress,family_status,categorical,geschieden,1.2191513253621808,88
dass_stress,family_status,categorical,ledig,-0.22238358899882016,621
dass_stress,family_status,categorical,sonstiger,1.3030956068871076,31
dass_stress,family_status,categorical,verheiratet,-0.006346352142795553,685
dass_stress,family_status,categorical,verwitwet,-0.4361517049408494,12
dass_stress,current_employed,categorical,ja,-0.3040734796051803,1142
dass_stress,current_employed,categorical,nein,1.177125131217342,295
dass_stress,working_hours_model,categorical,Teilzeit,-0.005430391060715856,531
dass_stress,working_hours_model,categorical,Vollzeit,0.004719374227888373,611
dass_stress,shiftwork,categorical,ja,0.1707193748563549,114
dass_stress,shiftwork,categorical,nein,-0.018876827093718518,1031
dass_stress,working_hours_reduced,categorical,False,-0.470669872397405,1055
dass_stress,working_hours_reduced,categorical,True,1.2998866894745094,382
dass_stress,children,numeric,,-0.024648226057330212,696
dass_stress,headache_days_per_month,numeric,,0.265717989181196,1437
dass_stress,headache_days_severe_per_month,numeric,,0.29266381034559386,1437
dass_stress,days_medication,numeric,,0.16174946676799065,1437
dass_stress,intensity,numeric,,0.21739767023804954,1437
dass_stress,days_lost_work,numeric,,0.21086707402009536,1437
dass_stress,days_lost_household,numeric,,0.32203178228745616,1437
dass_stress,days_doctor,numeric,,0.16200930648285428,1437
dass_stress,days_ER,numeric,,-0.0053629143171206725,1437
dass_stress,days_hospital,numeric,,0.03214832092062332,1437
midas_result,gender,categorical,männlich,-1.1940746318035096,183
midas_result,gender,categorical,weiblich,0.11606414242301355,1251
midas_result,birthyear,numeric,,-0.06046206346601893,1437
midas_result,weight,numeric,,0.05093592970487144,1437
midas_result,pregnant,categorical,ja,10.823741007194243,10
midas_result,pregnant,categorical,nein,-0.08721789691534809,1241
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-2.5006710408589328,672
midas_result,highest_degree,categorical,Fachhochschulreife,0.3215255797247849,186
midas_result,highest_degree,categorical,Hauptschulabschluss,8.75559462330147,95
midas_result,highest_degree,categorical,Keine,-1.196558486746376,11
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),1.6956191031056278,473
midas_result,family_status,categorical,geschieden,18.757986967799077,88
midas_result,family_status,categorical,ledig,-1.288053143458427,621
midas_result,family_status,categorical,sonstiger,7.601095472197905,31
midas_result,family_status,categorical,verheiratet,-1.716399229944784,685
midas_result,family_status,categorical,verwitwet,7.439805149617257,12
